client_id,full_name,email,age,monthly_income,credit_score,registration_date
1067,Client_67,user_67@bankdomain.com,57,15104.17,633,2020-03-08
1068,Client_68,user_68@bankdomain.com,70,26472.08,521,2020-03-09
1069,Client_69,user_69@bankdomain.com,41,22774.59,340,2020-03-10
1070,Client_70,user_70@bankdomain.com,43,33244.15,367,2020-03-11
1071,Client_71,user_71@bankdomain.com,77,23753.86,813,2020-03-12
1072,Client_72,user_72@bankdomain.com,58,32480.35,426,2020-03-13
1073,Client_73,user_73@bankdomain.com,46,40009.72,554,2020-03-14
1074,Client_74,user_74@bankdomain.com,32,23723.04,315,2020-03-15
1075,Client_75,user_75@bankdomain.com,62,30551.45,776,2020-03-16
1076,Client_76,user_76@bankdomain.com,82,7452.13,361,2020-03-17
1077,Client_77,user_77@bankdomain.com,88,23761.06,731,2020-03-18
1078,Client_78,user_78@bankdomain.com,26,12680.42,567,2020-03-19
1079,Client_79,user_79@bankdomain.com,18,26452.27,334,2020-03-20
1080,Client_80,user_80@bankdomain.com,25,27360.0,793,2020-03-21
1081,Client_81,user_81@bankdomain.com,80,27326.76,768,2020-03-22
1082,Client_82,user_82@bankdomain.com,28,20198.77,624,2020-03-23
1083,Client_83,user_83@bankdomain.com,25,47984.69,603,2020-03-24
1084,Client_84,user_84@bankdomain.com,52,12319.78,575,2020-03-25
1085,Client_85,user_85@bankdomain.com,52,11708.54,500,2020-03-26
1086,Client_86,user_86@bankdomain.com,50,41549.78,744,2020-03-27
1087,Client_87,user_87@bankdomain.com,22,17957.21,623,2020-03-28
1088,Client_88,user_88@bankdomain.com,58,15553.09,334,2020-03-29
1089,Client_89,user_89@bankdomain.com,45,48029.12,781,2020-03-30
1090,Client_90,user_90@bankdomain.com,24,34857.23,779,2020-03-31
1091,Client_91,user_91@bankdomain.com,89,19055.35,364,2020-04-01
1092,Client_92,user_92@bankdomain.com,29,27175.08,307,2020-04-02
1093,Client_93,user_93@bankdomain.com,51,44458.71,600,2020-04-03
1094,Client_94,user_94@bankdomain.com,50,31916.21,642,2020-04-04
1095,Client_95,user_95@bankdomain.com,65,37861.48,730,2020-04-05
1096,Client_96,user_96@bankdomain.com,40,33048.03,723,2020-04-06
1097,Client_97,user_97@bankdomain.com,79,34302.53,631,2020-04-07
1098,Client_98,user_98@bankdomain.com,54,25397.42,737,2020-04-08
1099,Client_99,user_99@bankdomain.com,61,25113.48,473,2020-04-09
1100,Client_100,user_100@bankdomain.com,52,27670.5,900,2020-04-10
1101,Client_101,user_101@bankdomain.com,82,32344.53,900,2020-04-11
1102,Client_102,user_102@bankdomain.com,64,22166.85,900,2020-04-12
1103,Client_103,user_103@bankdomain.com,20,26220.54,900,2020-04-13
1104,Client_104,user_104@bankdomain.com,18,21896.54,900,2020-04-14
1105,Client_105,user_105@bankdomain.com,22,26156.85,900,2020-04-15
1106,Client_106,user_106@bankdomain.com,31,12490.04,900,2020-04-16
1107,Client_107,user_107@bankdomain.com,44,51059.77,900,2020-04-17
1108,Client_108,user_108@bankdomain.com,26,17670.6,900,2020-04-18
1109,Client_109,user_109@bankdomain.com,32,21385.39,900,2020-04-19
1110,Client_110,user_110@bankdomain.com,59,16807.36,900,2020-04-20
1111,Client_111,user_111@bankdomain.com,68,31157.09,0,2020-04-21
1112,Client_112,user_112@bankdomain.com,80,23039.97,0,2020-04-22
1113,Client_113,user_113@bankdomain.com,69,15361.92,0,2020-04-23
1114,Client_114,user_114@bankdomain.com,21,31568.83,0,2020-04-24
1115,Client_115,user_115@bankdomain.com,40,32916.49,0,2020-04-25
1116,Client_116,user_116@bankdomain.com,32,24331.24,461,2020-04-26
1117,Client_117,user_117@bankdomain.com,60,18363.74,646,2020-04-27
1118,Client_118,user_118@bankdomain.com,46,46910.66,660,2020-04-28
1119,Client_119,user_119@bankdomain.com,53,28400.68,386,2020-04-29
1120,Client_120,user_120@bankdomain.com,30,12259.31,561,2020-04-30
1121,Client_121,user_121@bankdomain.com,49,39140.4,513,2020-05-01
1122,Client_122,user_122@bankdomain.com,88,16442.25,561,2020-05-02
1123,Client_123,user_123@bankdomain.com,76,52418.78,582,2020-05-03
1124,Client_124,user_124@bankdomain.com,45,25796.58,766,2020-05-04
1125,Client_125,user_125@bankdomain.com,83,35133.16,679,2020-05-05
1126,Client_126,user_126@bankdomain.com,59,4199.82,661,2020-05-06
1127,Client_127,user_127@bankdomain.com,62,12158.59,748,2020-05-07
1128,Client_128,user_128@bankdomain.com,79,38338.6,740,2020-05-08
1129,Client_129,user_129@bankdomain.com,74,28178.15,392,2020-05-09
1130,Client_130,user_130@bankdomain.com,23,45423.96,723,2020-05-10
1131,Client_131,user_131@bankdomain.com,45,29851.75,441,2020-05-11
1132,Client_132,user_132@bankdomain.com,45,26452.96,590,2020-05-12
1133,Client_133,user_133@bankdomain.com,61,42135.74,731,2020-05-13
1134,Client_134,user_134@bankdomain.com,47,35101.37,348,2020-05-14
1135,Client_135,user_135@bankdomain.com,79,23037.39,601,2020-05-15
1136,Client_136,user_136@bankdomain.com,79,14058.96,489,2020-05-16
1137,Client_137,user_137@bankdomain.com,18,1283.84,435,2020-05-17
1138,Client_138,user_138@bankdomain.com,44,20623.34,703,2020-05-18
1139,Client_139,user_139@bankdomain.com,79,13136.65,640,2020-05-19
1140,Client_140,user_140@bankdomain.com,20,50977.05,617,2020-05-20
1141,Client_141,user_141@bankdomain.com,87,18496.29,662,2020-05-21
1142,Client_142,user_142@bankdomain.com,89,18222.91,681,2020-05-22
1143,Client_143,user_143@bankdomain.com,44,9787.55,532,2020-05-23
1144,Client_144,user_144@bankdomain.com,26,22336.83,643,2020-05-24
1145,Client_145,user_145@bankdomain.com,79,18354.65,848,2020-05-25
1146,Client_146,user_146@bankdomain.com,54,42377.29,828,2020-05-26
1147,Client_147,user_147@bankdomain.com,68,26684.76,482,2020-05-27
1148,Client_148,user_148@bankdomain.com,61,24911.36,340,2020-05-28
1149,Client_149,user_149@bankdomain.com,41,23653.27,696,2020-05-29
1150,Client_150,user_150@bankdomain.com,76,32861.75,793,2020-05-30
1151,Client_151,user_151@bankdomain.com,49,20476.72,632,2020-05-31
1152,Client_152,user_152@bankdomain.com,69,31672.06,426,2020-06-01
1153,Client_153,user_153@bankdomain.com,79,41139.7,300,2020-06-02
1154,Client_154,user_154@bankdomain.com,75,29600.75,467,2020-06-03
1155,Client_155,user_155@bankdomain.com,69,22502.69,318,2020-06-04
1156,Client_156,user_156@bankdomain.com,29,15465.41,631,2020-06-05
1157,Client_157,user_157@bankdomain.com,56,22248.76,755,2020-06-06
1158,Client_158,user_158@bankdomain.com,19,30630.79,408,2020-06-07
1159,Client_159,user_159@bankdomain.com,20,9674.73,567,2020-06-08
1160,Client_160,user_160@bankdomain.com,73,33315.43,744,2020-06-09
1161,Client_161,user_161@bankdomain.com,76,27076.13,539,2020-06-10
1162,Client_162,user_162@bankdomain.com,19,23508.11,600,2020-06-11
1163,Client_163,user_163@bankdomain.com,19,18405.87,402,2020-06-12
1164,Client_164,user_164@bankdomain.com,71,20236.22,549,2020-06-13
1165,Client_165,user_165@bankdomain.com,18,30973.06,752,2020-06-14
1166,Client_166,user_166@bankdomain.com,36,23717.88,819,2020-06-15
1167,Client_167,user_167@bankdomain.com,19,19988.6,452,2020-06-16
1168,Client_168,user_168@bankdomain.com,70,29685.63,473,2020-06-17
1169,Client_169,user_169@bankdomain.com,61,30081.9,642,2020-06-18
1170,Client_170,user_170@bankdomain.com,49,12508.25,730,2020-06-19
1171,Client_171,user_171@bankdomain.com,87,30714.81,623,2020-06-20
1172,Client_172,user_172@bankdomain.com,49,50016.98,719,2020-06-21
1173,Client_173,user_173@bankdomain.com,85,29696.21,784,2020-06-22
1174,Client_174,user_174@bankdomain.com,72,8009.93,711,2020-06-23
1175,Client_175,user_175@bankdomain.com,73,26773.75,383,2020-06-24
1176,Client_176,user_176@bankdomain.com,34,6691.85,412,2020-06-25
1177,Client_177,user_177@bankdomain.com,55,56673.72,631,2020-06-26
1178,Client_178,user_178@bankdomain.com,41,47356.75,677,2020-06-27
1179,Client_179,user_179@bankdomain.com,86,18340.62,340,2020-06-28
1180,Client_180,user_180@bankdomain.com,87,2543.33,404,2020-06-29
1181,Client_181,user_181@bankdomain.com,28,16216.29,501,2020-06-30
1182,Client_182,user_182@bankdomain.com,33,23190.09,749,2020-07-01
1183,Client_183,user_183@bankdomain.com,76,7381.36,565,2020-07-02
1184,Client_184,user_184@bankdomain.com,87,24309.77,509,2020-07-03
1185,Client_185,user_185@bankdomain.com,20,23124.21,417,2020-07-04
1186,Client_186,user_186@bankdomain.com,37,26251.55,676,2020-07-05
1187,Client_187,user_187@bankdomain.com,76,27296.45,839,2020-07-06
1188,Client_188,user_188@bankdomain.com,53,15343.82,383,2020-07-07
1189,Client_189,user_189@bankdomain.com,36,16465.86,753,2020-07-08
1190,Client_190,user_190@bankdomain.com,84,25455.92,813,2020-07-09
1191,Client_191,user_191@bankdomain.com,36,18690.08,686,2020-07-10
1192,Client_192,user_192@bankdomain.com,37,34074.95,649,2020-07-11
1193,Client_193,user_193@bankdomain.com,88,25358.95,595,2020-07-12
1194,Client_194,user_194@bankdomain.com,69,43650.03,557,2020-07-13
1195,Client_195,user_195@bankdomain.com,50,33204.82,380,2020-07-14
1196,Client_196,user_196@bankdomain.com,57,36037.14,567,2020-07-15
1197,Client_197,user_197@bankdomain.com,56,26325.66,718,2020-07-16
1198,Client_198,user_198@bankdomain.com,18,26573.62,534,2020-07-17
1199,Client_199,user_199@bankdomain.com,28,42313.21,610,2020-07-18
1200,Client_200,user_200@bankdomain.com,74,21217.07,656,2020-07-19
1201,Client_201,user_201@bankdomain.com,67,30467.79,512,2020-07-20
1202,Client_202,user_202@bankdomain.com,40,22337.62,348,2020-07-21
1203,Client_203,user_203@bankdomain.com,48,22313.64,426,2020-07-22
1204,Client_204,user_204@bankdomain.com,59,13311.04,522,2020-07-23
1205,Client_205,user_205@bankdomain.com,24,17574.86,578,2020-07-24
1206,Client_206,user_206@bankdomain.com,33,15717.31,707,2020-07-25
1207,Client_207,user_207@bankdomain.com,77,30943.69,804,2020-07-26
1208,Client_208,user_208@bankdomain.com,19,35402.06,593,2020-07-27
1209,Client_209,user_209@bankdomain.com,18,24052.47,576,2020-07-28
1210,Client_210,user_210@bankdomain.com,65,27296.28,737,2020-07-29
1211,Client_211,user_211@bankdomain.com,29,23475.29,406,2020-07-30
1212,Client_212,user_212@bankdomain.com,86,16892.24,719,2020-07-31
1213,Client_213,user_213@bankdomain.com,54,33622.63,728,2020-08-01
1214,Client_214,user_214@bankdomain.com,49,31525.35,674,2020-08-02
1215,Client_215,user_215@bankdomain.com,26,6074.54,372,2020-08-03
1216,Client_216,user_216@bankdomain.com,36,22168.91,329,2020-08-04
1217,Client_217,user_217@bankdomain.com,65,16179.73,487,2020-08-05
1218,Client_218,user_218@bankdomain.com,20,21090.61,663,2020-08-06
1219,Client_219,user_219@bankdomain.com,37,18295.68,750,2020-08-07
1220,Client_220,user_220@bankdomain.com,41,24535.8,494,2020-08-08
1221,Client_221,user_221@bankdomain.com,71,21700.85,455,2020-08-09
1222,Client_222,user_222@bankdomain.com,50,21488.59,471,2020-08-10
1223,Client_223,user_223@bankdomain.com,41,36073.88,340,2020-08-11
1224,Client_224,user_224@bankdomain.com,89,30571.79,362,2020-08-12
1225,Client_225,user_225@bankdomain.com,53,17961.05,322,2020-08-13
1226,Client_226,user_226@bankdomain.com,55,19444.53,659,2020-08-14
1227,Client_227,user_227@bankdomain.com,42,29917.93,374,2020-08-15
1228,Client_228,user_228@bankdomain.com,35,29904.2,417,2020-08-16
1229,Client_229,user_229@bankdomain.com,83,18962.2,679,2020-08-17
1230,Client_230,user_230@bankdomain.com,71,22660.09,589,2020-08-18
1231,Client_231,user_231@bankdomain.com,52,43468.06,739,2020-08-19
1232,Client_232,user_232@bankdomain.com,78,19134.52,306,2020-08-20
1233,Client_233,user_233@bankdomain.com,58,44108.05,495,2020-08-21
1234,Client_234,user_234@bankdomain.com,50,36036.67,720,2020-08-22
1235,Client_235,user_235@bankdomain.com,85,42254.16,492,2020-08-23
1236,Client_236,user_236@bankdomain.com,50,18709.28,447,2020-08-24
1237,Client_237,user_237@bankdomain.com,31,23314.44,501,2020-08-25
1238,Client_238,user_238@bankdomain.com,38,20508.36,743,2020-08-26
1239,Client_239,user_239@bankdomain.com,65,36267.53,718,2020-08-27
1240,Client_240,user_240@bankdomain.com,37,19323.16,726,2020-08-28
1241,Client_241,user_241@bankdomain.com,25,32312.15,778,2020-08-29
1242,Client_242,user_242@bankdomain.com,24,31782.99,774,2020-08-30
1243,Client_243,user_243@bankdomain.com,84,24519.7,425,2020-08-31
1244,Client_244,user_244@bankdomain.com,34,37986.6,694,2020-09-01
1245,Client_245,user_245@bankdomain.com,50,26076.8,624,2020-09-02
1246,Client_246,user_246@bankdomain.com,65,33340.86,691,2020-09-03
1247,Client_247,user_247@bankdomain.com,76,20052.97,739,2020-09-04
1248,Client_248,user_248@bankdomain.com,39,17765.63,503,2020-09-05
1249,Client_249,user_249@bankdomain.com,47,32311.46,785,2020-09-06
1250,Client_250,user_250@bankdomain.com,55,29308.4,330,2020-09-07
1251,Client_251,user_251@bankdomain.com,68,27433.08,687,2020-09-08
1252,Client_252,user_252@bankdomain.com,71,21563.12,733,2020-09-09
1253,Client_253,user_253@bankdomain.com,25,40492.09,675,2020-09-10
1254,Client_254,user_254@bankdomain.com,44,13834.14,643,2020-09-11
1255,Client_255,user_255@bankdomain.com,44,13286.57,742,2020-09-12
1256,Client_256,user_256@bankdomain.com,38,34421.67,374,2020-09-13
1257,Client_257,user_257@bankdomain.com,47,33600.96,454,2020-09-14
1258,Client_258,user_258@bankdomain.com,45,28537.63,729,2020-09-15
1259,Client_259,user_259@bankdomain.com,81,22120.48,662,2020-09-16
1260,Client_260,user_260@bankdomain.com,86,30024.22,747,2020-09-17
1261,Client_261,user_261@bankdomain.com,78,42208.3,533,2020-09-18
1262,Client_262,user_262@bankdomain.com,65,50155.46,561,2020-09-19
1263,Client_263,user_263@bankdomain.com,36,8435.86,424,2020-09-20
1264,Client_264,user_264@bankdomain.com,21,20810.8,544,2020-09-21
1265,Client_265,user_265@bankdomain.com,52,20182.27,841,2020-09-22
1266,Client_266,user_266@bankdomain.com,81,41265.19,784,2020-09-23
1267,Client_267,user_267@bankdomain.com,66,187.05,421,2020-09-24
1268,Client_268,user_268@bankdomain.com,34,30138.35,424,2020-09-25
1269,Client_269,user_269@bankdomain.com,61,22431.9,848,2020-09-26
1270,Client_270,user_270@bankdomain.com,47,41381.13,469,2020-09-27
1271,Client_271,user_271@bankdomain.com,63,40010.39,423,2020-09-28
1272,Client_272,user_272@bankdomain.com,23,28655.07,334,2020-09-29
1273,Client_273,user_273@bankdomain.com,54,9202.77,386,2020-09-30
1274,Client_274,user_274@bankdomain.com,41,19261.11,500,2020-10-01
1275,Client_275,user_275@bankdomain.com,63,20356.09,668,2020-10-02
1276,Client_276,user_276@bankdomain.com,70,11735.45,376,2020-10-03
1277,Client_277,user_277@bankdomain.com,77,36545.84,358,2020-10-04
1278,Client_278,user_278@bankdomain.com,80,10465.74,730,2020-10-05
1279,Client_279,user_279@bankdomain.com,49,44653.28,799,2020-10-06
1280,Client_280,user_280@bankdomain.com,50,44628.23,408,2020-10-07
1281,Client_281,user_281@bankdomain.com,84,21149.4,577,2020-10-08
1282,Client_282,user_282@bankdomain.com,35,28284.95,367,2020-10-09
1283,Client_283,user_283@bankdomain.com,42,24277.17,368,2020-10-10
1284,Client_284,user_284@bankdomain.com,71,34018.25,464,2020-10-11
1285,Client_285,user_285@bankdomain.com,75,37746.77,788,2020-10-12
1286,Client_286,user_286@bankdomain.com,84,27579.97,604,2020-10-13
1287,Client_287,user_287@bankdomain.com,63,29691.17,664,2020-10-14
1288,Client_288,user_288@bankdomain.com,41,18793.96,678,2020-10-15
1289,Client_289,user_289@bankdomain.com,49,29367.14,642,2020-10-16
1290,Client_290,user_290@bankdomain.com,64,26627.62,653,2020-10-17
1291,Client_291,user_291@bankdomain.com,40,15882.06,715,2020-10-18
1292,Client_292,user_292@bankdomain.com,83,24859.63,408,2020-10-19
1293,Client_293,user_293@bankdomain.com,44,21168.17,796,2020-10-20
1294,Client_294,user_294@bankdomain.com,19,18905.04,640,2020-10-21
1295,Client_295,user_295@bankdomain.com,34,13535.09,682,2020-10-22
1296,Client_296,user_296@bankdomain.com,50,25625.03,832,2020-10-23
1297,Client_297,user_297@bankdomain.com,26,17195.26,599,2020-10-24
1298,Client_298,user_298@bankdomain.com,60,20288.92,438,2020-10-25
1299,Client_299,user_299@bankdomain.com,65,35751.24,658,2020-10-26
1300,Client_300,user_300@bankdomain.com,56,31321.16,798,2020-10-27
1301,Client_301,user_301@bankdomain.com,59,15212.33,684,2020-10-28
1302,Client_302,user_302@bankdomain.com,43,28518.91,579,2020-10-29
1303,Client_303,user_303@bankdomain.com,67,26327.81,782,2020-10-30
1304,Client_304,user_304@bankdomain.com,42,42016.96,410,2020-10-31
1305,Client_305,user_305@bankdomain.com,41,38831.45,438,2020-11-01
1306,Client_306,user_306@bankdomain.com,30,9662.51,734,2020-11-02
1307,Client_307,user_307@bankdomain.com,77,33611.28,808,2020-11-03
1308,Client_308,user_308@bankdomain.com,24,37651.97,572,2020-11-04
1309,Client_309,user_309@bankdomain.com,74,30593.59,398,2020-11-05
1310,Client_310,user_310@bankdomain.com,53,21645.88,403,2020-11-06
1311,Client_311,user_311@bankdomain.com,62,49133.94,513,2020-11-07
1312,Client_312,user_312@bankdomain.com,37,31514.09,464,2020-11-08
1313,Client_313,user_313@bankdomain.com,82,44765.44,819,2020-11-09
1314,Client_314,user_314@bankdomain.com,25,38514.78,583,2020-11-10
1315,Client_315,user_315@bankdomain.com,33,29641.35,816,2020-11-11
1316,Client_316,user_316@bankdomain.com,31,19202.99,463,2020-11-12
1317,Client_317,user_317@bankdomain.com,32,24758.95,363,2020-11-13
1318,Client_318,user_318@bankdomain.com,83,22780.88,390,2020-11-14
1319,Client_319,user_319@bankdomain.com,49,12854.81,416,2020-11-15
1320,Client_320,user_320@bankdomain.com,80,31502.82,566,2020-11-16
1321,Client_321,user_321@bankdomain.com,68,40673.53,439,2020-11-17
1322,Client_322,user_322@bankdomain.com,42,22016.97,545,2020-11-18
1323,Client_323,user_323@bankdomain.com,75,46636.56,694,2020-11-19
1324,Client_324,user_324@bankdomain.com,80,9424.17,786,2020-11-20
1325,Client_325,user_325@bankdomain.com,79,35543.64,775,2020-11-21
1326,Client_326,user_326@bankdomain.com,39,41715.2,816,2020-11-22
1327,Client_327,user_327@bankdomain.com,75,22959.69,483,2020-11-23
1328,Client_328,user_328@bankdomain.com,75,23139.43,319,2020-11-24
1329,Client_329,user_329@bankdomain.com,66,35427.65,823,2020-11-25
1330,Client_330,user_330@bankdomain.com,69,30059.91,828,2020-11-26
1331,Client_331,user_331@bankdomain.com,59,5025.89,446,2020-11-27
1332,Client_332,user_332@bankdomain.com,87,16566.27,603,2020-11-28
1333,Client_333,user_333@bankdomain.com,32,24864.5,527,2020-11-29
1334,Client_334,user_334@bankdomain.com,71,11303.02,401,2020-11-30
1335,Client_335,user_335@bankdomain.com,77,20258.26,716,2020-12-01
1336,Client_336,user_336@bankdomain.com,25,11553.15,515,2020-12-02
1337,Client_337,user_337@bankdomain.com,70,21298.29,706,2020-12-03
1338,Client_338,user_338@bankdomain.com,77,21633.77,698,2020-12-04
1339,Client_339,user_339@bankdomain.com,22,28517.55,798,2020-12-05
1340,Client_340,user_340@bankdomain.com,85,24082.41,764,2020-12-06
1341,Client_341,user_341@bankdomain.com,23,30027.9,381,2020-12-07
1342,Client_342,user_342@bankdomain.com,64,28835.44,664,2020-12-08
1343,Client_343,user_343@bankdomain.com,72,35313.4,462,2020-12-09
1344,Client_344,user_344@bankdomain.com,57,33737.83,347,2020-12-10
1345,Client_345,user_345@bankdomain.com,69,32681.24,810,2020-12-11
1346,Client_346,user_346@bankdomain.com,33,56048.67,628,2020-12-12
1347,Client_347,user_347@bankdomain.com,30,28474.03,415,2020-12-13
1348,Client_348,user_348@bankdomain.com,47,50935.72,636,2020-12-14
1349,Client_349,user_349@bankdomain.com,36,29122.18,446,2020-12-15
1350,Client_350,user_350@bankdomain.com,34,24171.49,622,2020-12-16
1351,Client_351,user_351@bankdomain.com,80,21268.35,742,2020-12-17
1352,Client_352,user_352@bankdomain.com,36,40097.26,312,2020-12-18
1353,Client_353,user_353@bankdomain.com,75,41405.03,793,2020-12-19
1354,Client_354,user_354@bankdomain.com,72,30997.84,586,2020-12-20
1355,Client_355,user_355@bankdomain.com,79,36335.47,413,2020-12-21
1356,Client_356,user_356@bankdomain.com,40,12227.8,779,2020-12-22
1357,Client_357,user_357@bankdomain.com,26,9512.2,321,2020-12-23
1358,Client_358,user_358@bankdomain.com,29,37463.27,648,2020-12-24
1359,Client_359,user_359@bankdomain.com,18,23731.89,619,2020-12-25
1360,Client_360,user_360@bankdomain.com,75,32493.02,425,2020-12-26
1361,Client_361,user_361@bankdomain.com,18,17827.12,576,2020-12-27
1362,Client_362,user_362@bankdomain.com,51,41569.88,503,2020-12-28
1363,Client_363,user_363@bankdomain.com,65,9595.81,493,2020-12-29
1364,Client_364,user_364@bankdomain.com,18,11144.15,846,2020-12-30
1365,Client_365,user_365@bankdomain.com,33,39443.12,585,2020-12-31
1366,Client_366,user_366@bankdomain.com,78,-1098.42,356,2021-01-01
1367,Client_367,user_367@bankdomain.com,81,28785.69,602,2021-01-02
1368,Client_368,user_368@bankdomain.com,80,23926.74,462,2021-01-03
1369,Client_369,user_369@bankdomain.com,86,17640.48,318,2021-01-04
1370,Client_370,user_370@bankdomain.com,39,23000.6,669,2021-01-05
1371,Client_371,user_371@bankdomain.com,84,16524.77,563,2021-01-06
1372,Client_372,user_372@bankdomain.com,43,40422.56,412,2021-01-07
1373,Client_373,user_373@bankdomain.com,33,43044.97,787,2021-01-08
1374,Client_374,user_374@bankdomain.com,68,18142.62,626,2021-01-09
1375,Client_375,user_375@bankdomain.com,74,27755.25,841,2021-01-10
1376,Client_376,user_376@bankdomain.com,46,11749.24,364,2021-01-11
1377,Client_377,user_377@bankdomain.com,86,35730.52,591,2021-01-12
1378,Client_378,user_378@bankdomain.com,64,35470.09,324,2021-01-13
1379,Client_379,user_379@bankdomain.com,79,22047.38,848,2021-01-14
1380,Client_380,user_380@bankdomain.com,86,25168.85,300,2021-01-15
1381,Client_381,user_381@bankdomain.com,33,24062.35,848,2021-01-16
1382,Client_382,user_382@bankdomain.com,65,8815.42,440,2021-01-17
1383,Client_383,user_383@bankdomain.com,56,40460.04,487,2021-01-18
1384,Client_384,user_384@bankdomain.com,50,17330.47,427,2021-01-19
1385,Client_385,user_385@bankdomain.com,40,17398.51,500,2021-01-20
1386,Client_386,user_386@bankdomain.com,27,23495.8,426,2021-01-21
1387,Client_387,user_387@bankdomain.com,86,34955.49,556,2021-01-22
1388,Client_388,user_388@bankdomain.com,51,19086.97,846,2021-01-23
1389,Client_389,user_389@bankdomain.com,69,5478.15,493,2021-01-24
1390,Client_390,user_390@bankdomain.com,27,16130.02,403,2021-01-25
1391,Client_391,user_391@bankdomain.com,36,29241.4,834,2021-01-26
1392,Client_392,user_392@bankdomain.com,75,46897.5,564,2021-01-27
1393,Client_393,user_393@bankdomain.com,18,12400.8,683,2021-01-28
1394,Client_394,user_394@bankdomain.com,86,12034.98,559,2021-01-29
1395,Client_395,user_395@bankdomain.com,21,9874.04,713,2021-01-30
1396,Client_396,user_396@bankdomain.com,33,8632.75,657,2021-01-31
1397,Client_397,user_397@bankdomain.com,41,37056.91,374,2021-02-01
1398,Client_398,user_398@bankdomain.com,19,39946.89,654,2021-02-02
1399,Client_399,user_399@bankdomain.com,49,26777.56,487,2021-02-03
1400,Client_400,user_400@bankdomain.com,41,20322.87,589,2021-02-04
1401,Client_401,user_401@bankdomain.com,29,42911.44,344,2021-02-05
